,PERSON_ID,DISPLAY_FIRST_LAST,TEAM_ID,TEAM_NAME,GROUP_SET,GROUP_VALUE,TEAM_ID,TEAM_ABBREVIATION,MAX_GAME_DATE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,CFID,CFPARAMS
155,201937,Ricky Rubio,1610612760,Thunder,By Year,2011-12,1610612750,MIN,2012-03-09T00:00:00,41,21,20,0.512,1403.68,139,389,0.357,32,94,0.34,126,157,0.803,21,150,171,336,131,91,8,34,97,156,436,51,1311.2,12,0,8,7,2,3,8,8,8,8,7,7,3,8,8,7,8,8,8,8,8,7,7,5,2,8,8,5,8,6,6,264,2011-12
156,200757,Thabo Sefolosha,1610612745,Rockets,By Year,2011-12,1610612760,OKC,2012-04-25T00:00:00,42,31,11,0.738,913.885,67,155,0.432,31,71,0.437,38,43,0.884,21,107,128,47,40,37,17,13,78,32,203,136,549.1,0,0,12,9,2,2,9,14,13,9,8,11,1,11,12,1,13,12,11,11,9,12,10,5,7,12,11,3,13,10,1,264,2011-12
157,202397,Ish Smith,1610612764,Wizards,By Year,2011-12,-1,TOT,2012-04-26T00:00:00,26,12,14,0.462,234.19333333333333,31,81,0.383,3,9,0.333,7,10,0.7,7,28,35,41,13,15,2,4,15,12,72,-40,213.5,0,0,5,5,1,2,5,5,5,3,4,5,1,4,4,1,4,5,5,5,5,5,4,1,1,5,5,1,5,2,1,264,2011-12
158,2747,JR Smith,1610612747,Lakers,By Year,2011-12,1610612752,NYK,2012-04-26T00:00:00,35,21,14,0.6,967.2333333333333,165,405,0.407,67,193,0.347,39,55,0.709,29,107,136,84,46,54,6,10,87,52,436,97,859.2,0,0,14,13,4,10,14,12,12,10,13,13,13,11,12,10,9,12,12,12,13,11,13,6,5,11,12,9,12,7,1,264,2011-12
159,201952,Jeff Teague,1610612737,Hawks,By Year,2011-12,1610612737,ATL,2012-04-26T00:00:00,66,40,26,0.606,2182.883333333333,320,672,0.476,51,149,0.342,140,185,0.757,21,138,159,321,134,106,37,60,145,155,831,232,1798.3,3,0,9,7,6,3,7,7,7,1,7,7,8,7,7,12,7,7,7,8,7,3,1,7,7,7,7,2,7,8,1,264,2011-12
160,202498,Lance Thomas,1610612751,Nets,By Year,2011-12,1610612740,NOH,2012-04-26T00:00:00,42,16,26,0.381,629.4633333333334,57,126,0.452,0,1,0.0,52,62,0.839,49,77,126,12,24,10,7,18,78,48,166,-90,362.2,0,0,6,4,4,4,7,6,6,2,7,7,7,2,3,4,1,6,4,8,5,8,3,8,5,6,6,5,6,2,1,264,2011-12
161,202691,Klay Thompson,1610612744,Warriors,By Year,2011-12,1610612744,GSW,2012-04-26T00:00:00,66,23,43,0.348,1607.665,318,718,0.443,111,268,0.414,79,91,0.868,24,137,161,133,103,49,20,34,155,78,826,-131,1322.7,0,0,8,8,8,8,8,8,8,7,8,8,6,8,8,3,8,8,8,8,8,8,8,2,5,8,8,8,8,4,1,264,2011-12
162,202684,Tristan Thompson,1610612739,Cavaliers,By Year,2011-12,1610612739,CLE,2012-04-26T00:00:00,60,18,42,0.3,1423.7533333333333,194,442,0.439,0,2,0.0,106,192,0.552,187,202,389,27,81,27,62,70,134,141,494,-310,1187.3,9,0,6,8,7,7,7,8,5,9,2,4,2,5,6,7,7,9,8,9,5,8,3,7,4,7,7,8,8,8,1,264,2011-12
163,201229,Anthony Tolliver,1610612763,Grizzlies,By Year,2011-12,1610612750,MIN,2012-04-26T00:00:00,51,17,34,0.333,881.5,71,182,0.39,25,101,0.248,41,55,0.745,50,103,153,22,35,18,19,8,86,59,208,-35,500.6,1,0,9,8,10,15,10,10,10,8,11,10,13,8,7,9,4,10,10,11,8,8,6,9,9,6,10,11,10,3,1,264,2011-12
164,202323,Evan Turner,1610612750,Timberwolves,By Year,2011-12,1610612755,PHI,2012-04-26T00:00:00,65,34,31,0.523,1712.525,263,590,0.446,11,49,0.224,73,108,0.676,27,349,376,180,105,40,20,35,117,110,610,51,1406.2,5,0,7,6,4,4,7,5,5,4,9,8,9,9,6,11,9,3,4,7,6,8,4,5,4,6,6,2,5,4,3,264,2011-12
165,202696,Nikola Vucevic,1610612753,Magic,By Year,2011-12,1610612755,PHI,2012-04-26T00:00:00,51,26,25,0.51,811.5733333333334,131,291,0.45,3,8,0.375,18,34,0.529,88,158,246,31,33,20,34,9,111,26,283,27,753.7,2,0,9,5,1,2,9,9,9,9,5,6,1,9,9,9,9,9,9,9,9,9,9,1,1,9,9,3,9,9,3,264,2011-12
166,202689,Kemba Walker,1610612738,Celtics,By Year,2011-12,1610612766,CHA,2012-04-26T00:00:00,66,7,59,0.106,1792.0466666666666,281,767,0.366,69,226,0.305,168,213,0.789,30,204,234,289,119,60,20,47,79,222,799,-505,1634.3,2,1,7,9,8,9,8,9,9,9,9,9,8,9,9,9,9,7,7,8,7,8,9,1,1,8,9,9,9,8,1,264,2011-12
167,202322,John Wall,1610612764,Wizards,By Year,2011-12,1610612764,WAS,2012-04-26T00:00:00,66,20,46,0.303,2386.1283333333336,378,894,0.423,3,42,0.071,317,402,0.789,48,252,300,530,255,95,57,67,137,320,1076,-258,2432.0,16,0,6,7,8,8,6,6,6,7,9,9,9,2,2,5,2,6,6,6,6,6,2,6,4,4,6,8,6,7,4,264,2011-12
168,201566,Russell Westbrook,1610612745,Rockets,By Year,2011-12,1610612760,OKC,2012-04-25T00:00:00,66,47,19,0.712,2331.265,578,1266,0.457,62,196,0.316,340,413,0.823,96,205,301,362,239,112,21,82,147,297,1558,368,2622.2,7,0,10,5,2,3,9,9,9,2,8,9,5,8,10,5,11,12,11,11,11,8,6,5,2,10,8,4,10,12,12,264,2011-12
169,202355,Hassan Whiteside,1610612757,Trail Blazers,By Year,2011-12,1610612758,SAC,2012-04-11T00:00:00,18,6,12,0.333,108.875,12,27,0.444,0,0,0.0,5,12,0.417,16,23,39,0,5,3,15,7,12,6,29,7,124.8,0,0,7,7,2,8,7,7,7,7,4,4,4,7,7,7,7,7,7,7,7,7,7,2,2,7,7,5,7,7,3,264,2011-12
170,101150,Lou Williams,1610612746,Clippers,By Year,2011-12,1610612755,PHI,2012-04-23T00:00:00,64,34,30,0.531,1681.725,318,782,0.407,83,229,0.362,237,292,0.812,30,125,155,221,71,53,18,41,90,232,956,229,1615.5,0,0,9,8,6,7,10,9,7,11,8,9,3,9,9,12,8,9,8,8,13,9,3,7,9,8,9,2,11,6,2,264,2011-12
171,101107,Marvin Williams,1610612749,Bucks,By Year,2011-12,1610612737,ATL,2012-04-26T00:00:00,57,35,22,0.614,1499.505,203,470,0.432,58,149,0.389,115,146,0.788,76,218,294,71,39,47,18,40,84,100,579,70,1194.3,2,0,14,4,2,2,14,13,13,12,7,9,3,9,8,11,9,13,13,13,14,12,15,11,3,10,12,3,13,12,1,264,2011-12
172,201152,Thaddeus Young,1610612741,Bulls,By Year,2011-12,1610612755,PHI,2012-04-23T00:00:00,63,33,30,0.524,1755.2633333333333,348,687,0.507,1,4,0.25,111,144,0.771,137,188,325,74,55,64,41,49,127,140,808,271,1569.0,1,0,12,7,2,5,10,10,9,7,13,14,12,5,7,1,8,12,10,12,13,13,2,7,4,8,10,1,10,12,1,264,2011-12
173,200746,LaMarcus Aldridge,1610612759,Spurs,By Year,2012-13,1610612757,POR,2013-04-17T00:00:00,74,32,42,0.432,2789.92,638,1318,0.484,2,14,0.143,282,348,0.81,175,495,670,192,143,62,91,35,187,324,1560,-24,2968.0,38,0,7,11,14,13,4,6,6,9,10,11,11,6,6,9,9,3,5,2,3,5,4,5,10,4,6,12,5,3,1,264,2012-13
174,202329,Al-Farouq Aminu,1610612753,Magic,By Year,2012-13,1610612740,NOH,2013-04-17T00:00:00,76,25,51,0.329,2066.1033333333335,225,474,0.475,4,19,0.211,101,137,0.737,139,446,585,103,116,92,51,38,153,101,555,-76,1724.5,10,0,5,8,10,9,4,5,5,1,10,10,10,3,3,5,1,2,2,4,2,1,3,8,9,6,5,8,3,2,1,264,2012-13
175,2546,Carmelo Anthony,1610612757,Trail Blazers,By Year,2012-13,1610612752,NYK,2013-04-14T00:00:00,67,47,20,0.701,2481.8533333333335,669,1489,0.449,157,414,0.379,425,512,0.83,134,326,460,171,175,52,32,88,205,414,1920,308,2805.5,10,0,10,1,3,1,11,6,4,8,3,4,4,7,8,5,7,7,5,12,10,12,8,12,12,4,5,1,7,7,3,264,2012-13
176,2772,Trevor Ariza,1610612757,Trail Blazers,By Year,2012-13,1610612764,WAS,2013-04-07T00:00:00,56,25,31,0.446,1470.705,188,451,0.417,76,209,0.364,78,95,0.821,44,222,266,113,84,72,20,19,72,76,530,-46,1210.7,2,0,11,11,15,14,9,11,10,10,9,9,5,12,12,5,11,9,9,10,7,9,6,8,7,12,10,17,10,7,2,264,2012-13
177,201571,D.J. Augustin,1610612753,Magic,By Year,2012-13,1610612754,IND,2013-04-17T00:00:00,76,45,31,0.592,1226.3866666666668,103,294,0.35,67,190,0.353,83,99,0.838,20,71,91,170,68,34,3,20,64,85,356,-37,763.2,0,0,5,1,7,3,11,11,11,14,9,8,9,11,11,11,6,11,11,11,11,8,3,4,6,12,11,9,11,9,1,264,2012-13
178,200826,J.J. Barea,1610612742,Mavericks,By Year,2012-13,1610612750,MIN,2013-04-17T00:00:00,74,29,45,0.392,1712.8333333333333,316,758,0.417,97,280,0.346,105,134,0.784,34,173,207,294,145,32,0,46,131,191,834,-63,1474.4,1,0,6,7,13,11,1,2,1,9,3,2,10,2,2,9,2,2,1,5,1,5,12,14,13,2,1,11,2,6,2,264,2012-13
179,203084,Harrison Barnes,1610612758,Kings,By Year,2012-13,1610612744,GSW,2013-04-17T00:00:00,81,46,35,0.568,2057.5316666666668,276,628,0.439,52,145,0.359,144,190,0.758,53,280,333,98,101,52,14,47,140,164,748,48,1391.6,4,0,2,4,6,4,6,7,8,7,9,8,6,5,5,7,7,4,5,7,3,4,4,7,7,4,7,3,7,3,1,264,2012-13
180,203115,Will Barton,1610612743,Nuggets,By Year,2012-13,1610612757,POR,2013-04-17T00:00:00,73,27,46,0.37,893.77,118,309,0.382,9,65,0.138,50,65,0.769,36,109,145,58,60,34,9,24,56,48,295,-205,625.0,1,0,3,5,8,8,6,6,6,8,8,7,9,7,7,6,5,6,6,6,6,5,7,5,4,7,7,9,7,7,1,264,2012-13
181,201587,Nicolas Batum,1610612766,Hornets,By Year,2012-13,1610612757,POR,2013-04-01T00:00:00,73,32,41,0.438,2806.5633333333335,352,833,0.423,165,444,0.372,178,210,0.848,97,315,412,360,190,91,83,19,139,168,1047,-109,2413.4,7,2,6,8,11,10,2,5,3,8,1,1,4,2,2,6,3,6,5,4,4,1,1,6,8,5,3,12,3,4,1,264,2012-13
182,203382,Aron Baynes,1610612756,Suns,By Year,2012-13,1610612759,SAS,2013-04-17T00:00:00,16,11,5,0.688,141.355,18,36,0.5,0,1,0.0,7,12,0.583,12,20,32,5,11,1,6,0,23,9,43,-2,98.9,0,0,8,8,1,3,8,8,8,4,5,6,5,8,8,8,8,8,8,8,8,8,7,1,1,8,8,6,8,7,1,264,2012-13
183,203145,Kent Bazemore,1610612758,Kings,By Year,2012-13,1610612744,GSW,2013-04-17T00:00:00,61,34,27,0.557,266.8183333333333,43,116,0.371,10,34,0.294,27,44,0.614,5,17,22,22,18,17,4,6,27,31,123,-34,227.4,0,0,6,4,6,5,10,9,9,9,9,10,9,9,9,8,8,10,10,9,10,9,10,2,1,9,9,4,9,3,1,264,2012-13
184,203078,Bradley Beal,1610612764,Wizards,By Year,2012-13,1610612764,WAS,2013-04-02T00:00:00,56,21,35,0.375,1744.5716666666667,282,687,0.41,91,236,0.386,125,159,0.786,43,168,211,137,90,50,29,42,113,104,780,-92,1385.7,3,0,7,7,5,7,7,8,8,8,8,8,5,8,8,6,7,7,7,8,8,8,3,3,1,8,8,6,8,4,2,264,2012-13
185,201158,Marco Belinelli,1610612759,Spurs,By Year,2012-13,1610612741,CHI,2013-04-17T00:00:00,73,40,33,0.548,1881.545,241,610,0.395,79,221,0.357,141,168,0.839,13,127,140,148,82,44,6,37,140,163,702,-42,1160.0,0,0,5,5,7,6,4,7,7,11,9,9,13,2,1,7,9,7,7,2,2,4,5,14,13,1,6,10,6,4,1,264,2012-13
186,201976,Patrick Beverley,1610612746,Clippers,By Year,2012-13,1610612745,HOU,2013-04-17T00:00:00,41,23,18,0.561,712.5916666666667,79,189,0.418,36,96,0.375,34,41,0.829,45,64,109,117,44,37,21,7,83,51,228,120,664.3,0,0,7,7,4,6,7,7,7,4,7,7,6,6,7,1,7,7,7,7,7,7,7,2,2,7,7,6,7,6,1,264,2012-13
187,202687,Bismack Biyombo,1610612766,Hornets,By Year,2012-13,1610612766,CHA,2013-04-17T00:00:00,80,20,60,0.25,2186.201666666667,156,346,0.451,0,0,0.0,74,142,0.521,194,388,582,35,82,28,143,53,195,124,386,-371,1567.9,7,0,4,7,9,8,1,3,2,9,1,3,1,6,7,7,1,3,2,4,3,1,1,9,7,6,5,7,2,4,1,264,2012-13
188,202339,Eric Bledsoe,1610612749,Bucks,By Year,2012-13,1610612746,LAC,2013-04-17T00:00:00,76,52,24,0.684,1553.0083333333334,253,568,0.445,31,78,0.397,106,134,0.791,78,147,225,233,137,109,55,38,112,135,643,123,1617.5,2,0,4,2,7,3,7,7,6,7,9,9,1,8,8,5,2,8,6,8,8,4,1,6,5,8,7,5,6,7,5,264,2012-13
189,202340,Avery Bradley,1610612747,Lakers,By Year,2012-13,1610612738,BOS,2013-04-17T00:00:00,50,27,23,0.54,1434.635,192,478,0.402,40,126,0.317,37,49,0.755,30,81,111,104,72,64,19,37,129,65,461,-44,927.2,0,0,6,6,6,7,6,7,6,10,8,8,10,7,7,10,7,7,8,4,7,4,1,7,7,7,7,7,5,4,1,264,2012-13
190,201147,Corey Brewer,1610612758,Kings,By Year,2012-13,1610612743,DEN,2013-04-17T00:00:00,82,57,25,0.695,2002.6583333333333,375,883,0.425,91,307,0.296,149,216,0.69,55,180,235,124,102,118,23,59,154,164,990,149,1779.0,0,0,1,1,12,2,3,3,2,11,1,1,6,3,3,15,4,3,3,3,3,2,4,17,14,3,3,2,3,3,1,264,2012-13
191,202692,Alec Burks,1610612755,76ers,By Year,2012-13,1610612762,UTA,2013-04-17T00:00:00,64,32,32,0.5,1136.6033333333332,163,388,0.42,33,92,0.359,92,129,0.713,37,108,145,92,74,35,13,35,114,123,451,99,833.0,0,0,2,3,10,5,3,4,4,5,5,5,7,7,5,12,3,5,5,4,3,4,4,10,11,3,4,1,5,4,1,264,2012-13
192,202710,Jimmy Butler,1610612748,Heat,By Year,2012-13,1610612741,CHI,2013-04-17T00:00:00,82,45,37,0.549,2133.5733333333333,239,512,0.467,40,105,0.381,187,233,0.803,136,192,328,115,62,78,31,55,97,178,705,55,1536.1,4,0,1,1,10,8,6,8,8,3,7,8,1,8,8,7,1,7,6,8,8,8,6,7,6,8,8,8,8,5,4,264,2012-13
193,201960,DeMarre Carroll,1610612745,Rockets,By Year,2012-13,1610612762,UTA,2013-04-15T00:00:00,66,34,32,0.515,1110.8116666666667,149,324,0.46,20,70,0.286,75,98,0.765,87,101,188,61,34,58,24,25,119,71,393,117,922.1,0,0,7,5,11,8,6,6,6,4,7,7,8,6,6,5,4,6,6,6,6,5,3,9,10,6,6,2,6,6,1,264,2012-13
194,1713,Vince Carter,1610612737,Hawks,By Year,2012-13,1610612742,DAL,2013-04-17T00:00:00,81,41,40,0.506,2092.75,372,855,0.435,162,399,0.406,182,223,0.816,58,276,334,194,106,74,44,31,226,221,1088,242,2027.8,1,0,3,7,18,11,11,11,11,10,1,2,3,12,12,7,13,6,9,12,12,10,7,13,19,6,11,4,11,13,5,264,2012-13
195,2199,Tyson Chandler,1610612745,Rockets,By Year,2012-13,1610612752,NYK,2013-04-07T00:00:00,66,42,24,0.636,2163.53,255,400,0.638,0,0,0.0,179,258,0.694,269,434,703,62,87,42,75,19,188,213,689,249,1889.6,20,0,9,5,7,4,5,6,7,8,1,10,1,5,6,5,4,7,6,8,12,4,10,7,14,5,7,3,5,5,1,264,2012-13
196,201163,Wilson Chandler,1610612751,Nets,By Year,2012-13,1610612743,DEN,2013-04-17T00:00:00,43,33,10,0.767,1079.3616666666667,210,455,0.462,52,126,0.413,88,111,0.793,45,173,218,58,60,45,12,30,119,86,560,177,1019.6,0,0,8,3,4,1,8,8,8,2,7,8,1,7,8,7,8,8,8,9,8,6,11,9,7,8,8,1,8,11,1,264,2012-13
197,201144,Mike Conley,1610612762,Jazz,By Year,2012-13,1610612763,MEM,2013-04-17T00:00:00,80,54,26,0.675,2756.575,414,940,0.44,106,293,0.362,234,282,0.83,43,182,225,487,189,174,24,50,171,278,1168,506,2573.5,7,0,3,1,6,1,2,5,5,7,4,3,10,3,3,6,1,5,5,2,1,1,1,10,11,3,4,1,2,4,1,264,2012-13
198,2037,Jamal Crawford,1610612751,Nets,By Year,2012-13,1610612746,LAC,2013-04-17T00:00:00,76,51,25,0.671,2230.32,445,1016,0.438,149,396,0.376,216,248,0.871,22,106,128,193,146,79,13,33,71,199,1255,365,1828.1,0,0,9,1,6,4,7,4,5,4,6,6,5,10,10,6,8,13,13,13,6,5,11,14,5,6,5,1,7,8,1,264,2012-13
199,203109,Jae Crowder,1610612748,Heat,By Year,2012-13,1610612742,DAL,2013-04-17T00:00:00,78,41,37,0.526,1353.165,141,367,0.384,63,192,0.328,47,73,0.644,35,152,187,94,49,63,17,18,128,68,392,-32,948.4,0,0,2,5,11,8,5,7,7,10,5,5,7,7,7,11,8,6,7,5,5,4,6,7,8,7,7,9,6,6,1,264,2012-13
200,201939,Stephen Curry,1610612744,Warriors,By Year,2012-13,1610612744,GSW,2013-04-17T00:00:00,78,45,33,0.577,2982.555,626,1388,0.451,272,600,0.453,262,291,0.9,59,255,314,539,240,126,12,45,198,266,1786,133,3145.3,15,0,5,6,9,7,1,6,3,10,5,6,3,7,6,7,3,7,7,3,5,6,8,8,9,5,6,7,5,3,4,264,2012-13
201,203076,Anthony Davis,1610612747,Lakers,By Year,2012-13,1610612740,NOH,2013-04-10T00:00:00,64,23,41,0.359,1845.9516666666666,349,676,0.516,0,6,0.0,169,225,0.751,165,357,522,63,89,75,112,47,158,202,867,-154,2059.9,20,0,5,8,7,8,8,8,8,5,8,8,8,8,8,8,6,8,8,8,8,8,8,4,5,8,8,7,8,8,2,264,2012-13
202,202334,Ed Davis,1610612762,Jazz,By Year,2012-13,-1,TOT,2013-04-17T00:00:00,81,43,38,0.531,1630.8766666666668,260,482,0.539,0,0,0.0,103,167,0.617,152,308,460,63,63,38,85,37,191,125,623,-34,1575.5,9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2012-13
203,201942,DeMar DeRozan,1610612759,Spurs,By Year,2012-13,1610612761,TOR,2013-04-17T00:00:00,82,34,48,0.415,3013.0466666666666,548,1231,0.445,34,120,0.283,355,427,0.831,48,272,320,204,151,76,24,80,173,333,1485,-112,2324.0,0,0,1,8,10,9,2,7,6,8,4,5,5,8,8,5,8,6,6,8,7,7,4,7,6,7,7,8,7,8,2,264,2012-13
204,201609,Goran Dragic,1610612748,Heat,By Year,2012-13,1610612756,PHX,2013-04-15T00:00:00,77,25,52,0.325,2581.1916666666666,401,906,0.443,88,276,0.319,244,326,0.748,60,178,238,569,212,124,26,39,214,302,1134,-242,2511.1,19,0,2,10,14,14,2,5,4,10,5,5,12,3,3,9,3,4,5,1,2,1,1,10,14,2,4,14,3,1,3,264,2012-13
205,203083,Andre Drummond,1610612739,Cavaliers,By Year,2012-13,1610612765,DET,2013-04-17T00:00:00,60,23,37,0.383,1242.69,208,342,0.608,1,2,0.5,59,159,0.371,169,288,457,30,57,59,95,27,144,123,476,-50,1474.4,9,0,7,7,3,7,8,8,8,2,5,7,1,8,8,8,8,8,8,8,8,8,6,2,2,8,8,3,8,8,1,264,2012-13
206,201162,Jared Dudley,1610612747,Lakers,By Year,2012-13,1610612756,PHX,2013-04-17T00:00:00,79,24,55,0.304,2169.9733333333334,313,669,0.468,106,271,0.391,129,162,0.796,79,166,245,203,101,75,8,28,128,144,861,-126,1607.5,1,0,4,11,14,11,1,1,1,8,2,1,6,2,3,2,5,7,6,1,1,3,11,11,7,3,2,14,2,5,1,264,2012-13
207,201142,Kevin Durant,1610612751,Nets,By Year,2012-13,1610612760,OKC,2013-04-15T00:00:00,81,60,21,0.741,3118.8166666666666,731,1433,0.51,139,334,0.416,679,750,0.905,46,594,640,374,280,116,105,44,143,526,2280,717,3992.0,19,3,2,1,6,2,3,3,4,4,5,8,3,3,3,1,6,1,1,3,2,1,2,8,8,2,3,1,2,5,1,264,2012-13
208,201961,Wayne Ellington,1610612752,Knicks,By Year,2012-13,-1,TOT,2013-04-17T00:00:00,78,39,39,0.5,1660.835,226,529,0.427,94,240,0.392,68,75,0.907,25,141,166,104,57,45,3,26,81,68,614,17,1056.2,0,0,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,264,2012-13
209,202324,Derrick Favors,1610612740,Pelicans,By Year,2012-13,1610612762,UTA,2013-04-17T00:00:00,77,40,37,0.519,1786.8616666666667,274,568,0.482,0,5,0.0,179,260,0.688,184,362,546,75,129,67,130,60,247,206,727,-6,1956.7,9,0,1,3,8,5,5,6,6,11,6,6,6,4,3,2,5,3,5,7,1,3,1,8,11,3,6,7,6,8,1,264,2012-13
210,203095,Evan Fournier,1610612753,Magic,By Year,2012-13,1610612743,DEN,2013-04-17T00:00:00,38,25,13,0.658,428.27,75,152,0.493,22,54,0.407,30,39,0.769,6,29,35,44,32,19,1,21,65,32,202,59,338.0,0,0,8,5,1,1,8,8,8,1,8,8,1,8,8,6,8,8,8,8,8,8,8,1,1,8,8,2,8,3,1,264,2012-13
211,201568,Danilo Gallinari,1610612760,Thunder,By Year,2012-13,1610612743,DEN,2013-04-04T00:00:00,71,50,21,0.704,2308.5783333333334,364,871,0.418,135,362,0.373,286,348,0.822,65,302,367,176,111,64,36,58,130,297,1149,334,2042.4,2,0,2,1,5,1,2,3,3,6,4,4,6,4,4,10,1,3,3,2,1,2,2,12,11,3,4,1,3,6,1,264,2012-13
212,201188,Marc Gasol,1610612761,Raptors,By Year,2012-13,1610612763,MEM,2013-04-17T00:00:00,80,55,25,0.688,2796.05,429,869,0.494,1,14,0.071,268,316,0.848,184,438,622,318,157,80,139,30,255,358,1127,433,2850.4,18,0,4,1,5,3,1,4,4,5,10,7,11,5,7,1,3,4,3,2,5,1,1,7,11,4,4,1,2,5,5,264,2012-13
213,200752,Rudy Gay,1610612759,Spurs,By Year,2012-13,-1,TOT,2013-04-17T00:00:00,75,46,29,0.613,2687.0133333333333,521,1253,0.416,84,260,0.323,240,295,0.814,99,362,461,202,198,113,53,84,182,232,1366,217,2522.2,6,0,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,1,264,2012-13
214,202331,Paul George,1610612746,Clippers,By Year,2012-13,1610612754,IND,2013-04-14T00:00:00,79,48,31,0.608,2971.8933333333334,493,1176,0.419,170,469,0.362,221,274,0.807,88,515,603,327,233,143,51,77,227,251,1377,367,2940.1,23,1,3,2,5,5,1,6,6,8,6,6,9,6,6,7,2,2,2,2,2,5,1,8,8,6,6,3,6,2,1,264,2012-13
215,201959,Taj Gibson,1610612752,Knicks,By Year,2012-13,1610612741,CHI,2013-04-17T00:00:00,65,38,27,0.585,1459.3766666666668,214,441,0.485,0,4,0.0,89,131,0.679,125,220,345,61,76,27,90,41,166,107,517,112,1297.5,5,0,7,6,5,6,9,9,9,10,7,7,7,8,9,9,9,9,9,7,7,8,4,4,6,9,9,5,9,9,1,264,2012-13
216,201569,Eric Gordon,1610612745,Rockets,By Year,2012-13,1610612740,NOH,2013-04-17T00:00:00,42,16,26,0.381,1263.8,235,584,0.402,56,173,0.324,187,222,0.842,10,67,77,137,117,45,8,36,75,173,713,-36,1052.9,0,0,10,10,6,9,10,9,9,11,11,11,10,5,6,3,9,10,10,8,8,7,11,4,3,6,9,8,10,3,1,264,2012-13
217,201980,Danny Green,1610612760,Thunder,By Year,2012-13,1610612759,SAS,2013-04-17T00:00:00,80,57,23,0.713,2200.565,297,663,0.448,177,413,0.429,67,79,0.848,36,208,244,141,94,92,54,27,124,79,838,313,1686.3,0,0,2,2,8,6,3,2,2,3,3,3,3,3,3,2,7,4,5,2,1,2,6,11,7,3,2,5,3,4,1,264,2012-13
218,203110,Draymond Green,1610612744,Warriors,By Year,2012-13,1610612744,GSW,2013-04-11T00:00:00,79,45,34,0.57,1060.9283333333333,84,257,0.327,14,67,0.209,45,55,0.818,58,202,260,53,51,42,25,12,159,55,227,-79,768.5,0,0,3,7,8,7,8,8,8,8,8,8,8,8,8,1,7,8,8,8,8,8,8,1,2,8,8,7,8,8,6,264,2012-13
219,201145,Jeff Green,1610612745,Rockets,By Year,2012-13,1610612738,BOS,2013-04-17T00:00:00,81,41,40,0.506,2251.475,376,806,0.467,70,182,0.385,214,265,0.808,55,263,318,128,132,56,68,63,175,219,1036,5,1849.6,1,0,3,3,11,10,5,4,4,5,5,7,2,3,3,8,7,5,5,5,5,4,2,16,12,3,4,5,4,7,1,264,2012-13
220,201933,Blake Griffin,1610612765,Pistons,By Year,2012-13,1610612746,LAC,2013-04-17T00:00:00,80,55,25,0.688,2598.4083333333333,577,1072,0.538,5,28,0.179,281,426,0.66,186,476,662,299,185,97,50,60,231,436,1440,387,2938.9,28,1,2,2,8,3,4,4,5,2,10,7,10,6,6,9,4,4,4,6,4,1,2,8,9,5,5,4,4,4,4,264,2012-13
221,201935,James Harden,1610612745,Rockets,By Year,2012-13,1610612745,HOU,2013-04-17T00:00:00,78,43,35,0.551,2984.5183333333334,585,1337,0.438,179,486,0.368,674,792,0.851,62,317,379,455,295,142,38,106,178,534,2023,195,3405.3,9,1,5,9,10,10,2,7,7,9,7,7,4,6,6,7,6,7,7,7,7,3,6,9,4,4,7,9,7,8,7,264,2012-13
222,203090,Maurice Harkless,1610612752,Knicks,By Year,2012-13,1610612753,ORL,2013-04-17T00:00:00,76,18,58,0.237,1973.605,260,564,0.461,32,117,0.274,73,128,0.57,122,213,335,50,69,88,62,52,144,92,625,-468,1483.0,1,0,4,7,8,8,2,2,2,7,6,6,8,3,2,8,2,2,2,6,3,2,2,9,7,3,2,9,2,4,1,264,2012-13
223,202699,Tobias Harris,1610612755,76ers,By Year,2012-13,-1,TOT,2013-04-17T00:00:00,55,16,39,0.291,1298.595,233,512,0.455,34,108,0.315,103,137,0.752,73,214,287,69,66,32,44,43,120,99,603,-168,1212.9,9,0,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,1,1,4,4,4,4,3,1,264,2012-13
